INCIDENT_NUMBER,INCIDENT_TEXT,LATITUDE,LONGITUDE
GFX421198273,"pri1, assessing damage, unable to reach location, pole down, can't access",45.570248572,-73.518154223
GFX4211986372,"LINE DOWN BEHIND SEC  -INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, UNABLE TO REACH LOCATION, LOCATE ISSUE, NO BUCKET TRUCK AVAILABLE.",45.572829947,-73.532962749
GFX4211987653,"opened 1 phase TS- 92301, assessing damage, can't access, pole down, unable to reach location, bad transformer",45.573154568,-73.562140795
GFX421817263,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage, unable to reach location, Storm Response Map Alert: can't access, Entry Problem: no bucket truck, Branch Disruptions: tree down, limb down",45.577461878,-73.769585872
GFX4218174632,"Line down, assessing damage, unable to reach location, bad transformer, limb down",45.578456438,-73.596176488
GFX421917463,"1 span #1 a ph down, assessing damage, found bad transformer, unable to reach location due to pole down blocking road, can't access, limb down nearby.",45.581547727,-73.893221108
GFX4219867532,"assessing damage, unable to reach location, transformer, pole down, can't access",45.582006573,-73.668962813
GFX4219870321,CREW DISPATCHED TO 1421 OAK ST - FOUND TREE DOWN BLOCKING ACCESS TO DAMAGE - UNABLE TO REACH LOCATION DUE TO FLOODING - ASSESSING DAMAGE TO POLE DOWN WITH SPAN POLE DOWN BLOCKING ROAD - BAD TRANSFORMER IDENTIFIED - NO BUCKET TRUCK AVAILABLE - CAN'T ACCESS TO LOCATE ISSUE - ASSET NOT FOUND IN GIS - WILL NEED TO REPLACE PRI1 AND REPAIR PHASE UP.,45.582325125,-73.687191727
GFX4219876532,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.586135843,-73.770401777
GFX421987653219,"assessing damage, unable to reach location, pole down, bad transformer, can't access, phase up",45.592857752,-73.904038916
GFX4219876543,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, bad transformer, phase up, span pole down blocking road.",45.60678413,-73.863647333
GFX421987654321,"LINE ISSUE - Crews are assessing damage and attempting to locate issue, however, a tree limb is down blocking access to the area, and a bad transformer has been found, currently unable to reach location to make repairs, a span pole is down blocking the road, and a phase is currently up.",45.610555907,-73.615706726
GFX421987654321,"plf unable to reach location, assessing damage, found bad transformer, pole down blocking road, phase up",45.613272097,-73.615636265
GFX421987654321,"LINE ISSUES IDENTIFIED - TRANSFORMER DAMAGE REPORTED, ASSESSING DAMAGE TO DETERMINE EXTENT OF POWER DISRUPTION, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, WORKING TO LOCATE ISSUE AND DISPATCH CREW.",45.615848385,-73.517209859
GFX421987654321,"Line down, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.618087181,-73.591945791
GFX421987654321,"assessing damage, transformer, pole down, unable to reach location, can't access",45.619208617,-73.88844738
GFX421987654321,"Line crew assessing damage, unable to reach location due to pole down, found bad transformer, span pole down blocking road, can't access.",45.628524874,-73.558719517
GFX421987654321,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.62978424,-73.926034648
GFX421987654321,"INCIDENT AUTO-GENERATED FROM ADMS, assessing damage, unable to reach location, found bad transformer, line down, pole down, span pole down blocking road, Asset not found in GIS.",45.62988434,-73.874138511
GFX817239421,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road.",45.636559519,-73.62781079
GFX817239421,"Transformer issue, unable to reach location, assessing damage, pole down blocking road, can't access",45.636652187,-73.510681249
GFX817239421,"23 4-W Line down, unable to reach location, assessing damage, bad transformer, pole down blocking road",45.637384261,-73.784719529
GFX817239421,"ASSIGNED TO STORM RESPONSE MAP ALERT - ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, FOUND BAD TRANSFORMER, ASSESSING DAMAGE, NO BUCKET TRUCK AVAILABLE",45.641134054,-73.789584974
GFX817239421,"LINE ISSUE/ Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access",45.641233736,-73.705535474
GFX817263421,"ocr152210 - INCIDENT AUTO-GENERATED FROM ADMS, Crews are assessing damage and attempting to locate issue, however, a tree limb is down blocking access to the area, a bad transformer has been found and a span pole is down, currently unable to reach location to make repairs.",45.643722348,-73.56960415
GFX817263421,"Transformer issue at pole 123, unable to reach location due to tree down, limb down blocking road, assessing damage, found bad transformer, need to replace, can't access with bucket truck, locate issue with pri1, span pole down, asset not found in GIS.",45.64380914,-73.902666115
GFX8172639421,"1985 - INCIDENT AUTO-GENERATED FROM ADMS, Crew assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access, Asset not found in GIS.",45.644037767,-73.510630259
GFX817264219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down, phase up, can't access, asset not found in GIS.",45.411044985,-73.771914537
GFX8179421KLM,"2345 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.411305478,-73.550052521
GFX8179421KLM,"Assessing damage, unable to reach location due to a tree down blocking road, found a pole down with a bad transformer, and a line down, will need to locate issue and replace pri1 span pole.",45.411733305,-73.768707547
GFX9211173821,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access.",45.417307113,-73.921682765
GFX942118263,"""Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road, can't access, Asset not found in GIS""",45.419438675,-73.655074262
GFX942135219,"OPEN PLF AT 3410141726. Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road.",45.41975628,-73.872414361
GFX942817263,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR FURTHER INVESTIGATION.",45.426091417,-73.48989696
GFX942817263,"need to assess damage, can't access location, found bad transformer, pole down blocking road, unable to locate issue, phase up",45.428526149,-73.489746979
GFX942817263,"assessing damage, can't access, pole down, unable to reach location, transformer",45.428913705,-73.649758754
GFX942817263,"tps 23456 -INCIDENT AUTO-GENERATED FROM ADMS, Crews assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, currently locating issue, will update once resolved.",45.43114142,-73.895063491
GFX942817263,"LINE ISSUE AT 1234567890. TRANSFORMER ISSUE, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, NEED TO REPLACE.",45.434088516,-73.815299761
GFX942817263,"LINE DOWN BLOCKING ROAD - NEED CREW TO ASSESS DAMAGE AND LOCATE ISSUE, POSSIBLE BAD TRANSFORMER, NO BUCKET TRUCK AVAILABLE, SPAN POLE DOWN, UNABLE TO REACH LOCATION DUE TO TREE DEBRIS, ASSET NOT FOUND IN GIS.",45.438728496,-73.644724857
GFX942817263,"Transformer down, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer, phase up, span pole down blocking road.",45.441348965,-73.593366636
GFX942817263,"1/0 primary line down, assessing damage, unable to reach location, bad transformer, pole down blocking road, limb down, can't access, span pole down.",45.445157871,-73.770104293
GFX942817263,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.445962629,-73.652968624
GFX942817263,"tps 30892 -INCIDENT AUTO-GENERATED FROM ADMS, Crews assessing damage, unable to reach location due to a tree down, limb down blocking road, found bad transformer, line down, pole down, pri1, span pole down, Asset not found in GIS.",45.446345334,-73.743696308
GFX942817263,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR REPAIRS, ENTRY PROBLEM DUE TO NO BUCKET TRUCK AVAILABLE, LINE ISSUES CAUSED BY TRANSFORMER FAILURE, POWER DISRUPTION ISSUES BEING ADDRESSED.",45.448276033,-73.764074272
GFX942817263,"3006 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.453267702,-73.710363123
GFX9428172631,"ASSIGNED TO CREW 123, ASSESSING DAMAGE, FOUND TREE DOWN BLOCKING ACCESS TO SPAN POLE DOWN ON PRI1, UNABLE TO REACH LOCATION DUE TO LIMB DOWN, REQUESTING BUCKET TRUCK ASSISTANCE",45.459929956,-73.792787273
GFX9428172631,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.460424256,-73.681136389
GFX9428172631,"3456 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.461755455,-73.691777523
GFX9428172631,"OP SW  - Crews are assessing damage, unable to reach location due to a tree down blocking road, and a span pole down, with a bad transformer found, currently locating issue, and a limb down nearby, also reported a line down, and a pole down, with a phase up issue, and Asset not found in GIS.",45.462418014,-73.888834477
GFX9428172631,"Transformer issue, unable to reach location, assessing damage, line down, pole down, can't access, asset not found in GIS, need crew to assess and repair.",45.462977453,-73.86730135
GFX9428172631,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREES DOWN IN AREA, LIMB DOWN ON LINE, NO BUCKET TRUCK AVAILABLE.",45.463478914,-73.743443985
GFX9428172631,"LINE ISSUE - ASSESSING DAMAGE, FOUND BAD TRANSFORMER, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, TREE LIMB DOWN ON LINE, NO BUCKET TRUCK AVAILABLE.",45.464594477,-73.847539563
GFX9428172631,"TREE LIMB DOWN BLOCKING ACCESS TO TRANSFORMER - UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, NEED CREW TO REPLACE, LINE DOWN, POLE DOWN, PHASE UP, SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ASSET NOT FOUND IN GIS.",45.466434451,-73.492737147
GFX9428172631,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.469460134,-73.646439617
GFX9428172631,"LINE ISSUE - ASSESSING DAMAGE, FOUND BAD TRANSFORMER, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM - NO BUCKET TRUCK AVAILABLE TO REACH TREE DOWN ON LINE.",45.469595299,-73.64643191
GFX94281746321,"LINE DOWN POLE DOWN - ASSESSING DAMAGE, CAN'T ACCESS, FOUND BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD, PHASE UP - INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.472071616,-73.536825492
GFX942817631,"east of on oakwood, assessing damage, unable to reach location, transformer, pole down, line down, can't access, bad transformer, phase up, span pole down blocking road",45.473205334,-73.807776566
GFX987654321,"Transformer down, unable to reach location, assessing damage, line down, pole down blocking road.",45.474226849,-73.865859916
GFX987654321,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.474746838,-73.533453198
GFX9876543210,"Assessing damage, unable to reach location due to tree down, limb down blocking road, need to locate issue with pri1 line down, pole down, bad transformer.",45.479007462,-73.774084856
GFX9876543210,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road.",45.481944148,-73.539807603
GFX9876543210,"Transformer issue, unable to reach location, assessing damage, pole down, phase up, can't access",45.486167428,-73.912555274
GFX9876543210,"2531 - INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION.",45.48890747,-73.805564842
GXT421987654321,"2531 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.491125414,-73.848309257
GXT421987654321,"Assessing damage, unable to reach location, pole down, line down, bad transformer, can't access, found issue with pri1, span pole down blocking road.",45.492202354,-73.539301131
GXT9432167821,"Assessing damage, unable to reach location, pole down, line down, bad transformer, can't access, phase up, transformer.",45.492254876,-73.897316507
GXT983421,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down, phase up, transformer issue, span pole down.",45.49537045,-73.675916502
GXT983421067,"TS 170060 OPENED: Crews are assessing damage from the storm and have located a pole down blocking the road, with a bad transformer and a span pole down, unable to access the area to make repairs, currently trying to find an alternate route to reach the location.",45.499106594,-73.678007812
GXT983421067,"tps 18732 -INCIDENT AUTO-GENERATED FROM ADMS, Crews are assessing damage, unable to reach location due to a tree down, limb down blocking road, and a pole down, pri1, span pole down, line down, bad transformer, and a transformer issue, Asset not found in GIS, can't access, no bucket truck available to locate issue.",45.503062736,-73.852718371
GXT983421067,"Transformer issue on pri1, pole down, assessing damage, unable to reach location, can't access, bad transformer, line down, span pole down blocking road.",45.504877261,-73.499130895
GXT983421067,"2345 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, CAN'T ACCESS, ASSET NOT FOUND IN GIS.",45.5071179,-73.886225519
GXT983421067,"FOUND TREE DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, SPAN POLE DOWN, BAD TRANSFORMER",45.508588961,-73.543857641
GXT983421067,"Assessing damage, unable to reach location, line down, pole down, bad transformer, can't access, phase up, span pole down blocking road.",45.508944021,-73.810506047
GXT983421067,"Assessing damage, found bad transformer, pole down, unable to reach location, can't access, tree down blocking road, span pole down, line down, no bucket truck available.",45.510989492,-73.64674093
GXT9876543210,"PLF S/n 12345: Crews are assessing damage and attempting to locate issue, however, a pole down is blocking the road, and we are unable to reach location due to a span pole down, currently working to resolve the issue with a bad transformer, and a tree limb down is also affecting the area.",45.512480076,-73.500021771
GXT9876543210,"A single phase lateral to the north is inaccessible due to a limb down blocking the road, assessing damage to a bad transformer, unable to reach location to locate issue, and a span pole down is also reported in the area.",45.515048892,-73.686524886
INC-2023-001-Alpha-7,"Assessing damage, found bad transformer, unable to reach location, pole down blocking road, can't access, line down, phase up.",45.519126813,-73.591332644
INC-2023-001-Alpha-7,"3/5 service down - Unable to Reach Location, assessing damage, found bad transformer, pole down, can't access, limb down blocking road.",45.519197643,-73.77746999
INC-2023-001-Alpha-7,"Transformer issue, assessing damage, unable to reach location, pole down blocking road, bad transformer.",45.520758315,-73.752773484
INC-2023-001-Alpha-7,"#4 unable to reach location, assessing damage, found bad transformer, pole down blocking road",45.521100384,-73.72410977
INC-2023-001-Alpha-7,"Line down, unable to reach location, assessing damage, found bad transformer, pole down blocking road, can't access, phase up, asset not found in GIS.",45.524376903,-73.731069981
INC-2023-001-Alpha-7,"tree down on pri1 line, unable to reach location, assessing damage, found bad transformer, need bucket truck to access, span pole down blocking road, asset not found in GIS.",45.524507307,-73.871463615
INC-2023-001-Alpha-7,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.528295986,-73.664569342
INC-2023-001-Alpha-7,"LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK NEEDED TO REACH LOCATION.",45.528767232,-73.742658799
INC-2023-001-Alpha-7,"tree down on pri1, assessing damage, unable to reach location, bad transformer, pole down blocking road",45.536399354,-73.804244395
INC-2023-001-GB,"Found tree down on pri1 line, assessing damage, unable to reach location due to bad transformer, can't access, locate issue on span pole down blocking road.",45.536574526,-73.51847794
INC-2023-001-GB,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.536920961,-73.714976204
INC-2023-001-GBL-0001,"Transformer blown, assessing damage, unable to reach location, pole down, line down, can't access, bad transformer, span pole down blocking road.",45.538528283,-73.577015521
INC-2023-001-GBL-0001,,45.543051444,-73.574244628
INC-2023-001-GBL-0001,"limb down, assessing damage, can't access, pole down, unable to reach location",45.543955546,-73.680336276
INC-2023-001-GBL-0001,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, limb down.",45.544073644,-73.58585251
INC-2023-001-GBL-0001,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access",45.545414749,-73.491757693
INC-2023-001-GBL-0001,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down.",45.548008113,-73.802320305
INC-2023-001-GBL-0001,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.548598999,-73.702588746
INC-2023-001-GBL-0001,"Assessing damage, unable to reach location, transformer issue, line down, pole down blocking road.",45.549156632,-73.561845138
INC-2023-001-GBL-0001,"LINE ISSUES/ Transformer malfunction, assessing damage, unable to reach location, pole down blocking road, can't access",45.553658105,-73.655885435
INC-2023-001-GBL-0001,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down, can't access, asset not found in GIS.",45.556041091,-73.576925079
INC-2023-001-GBL-0001,"Open PLF - Assessing damage, unable to reach location, found bad transformer, line down, pole down blocking road, can't access, phase up.",45.558358878,-73.623739243
INC-2023-001-GBL-0001,"Line down, pri1, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.562873993,-73.587180217
INC-2023-001-GBL-0001,"Assessing damage, unable to reach location due to a pole down, blocking road, and a bad transformer, also a span pole down, can't access, and a limb down nearby, need to locate issue and check if it's a pri1, also checking if asset is found in GIS.",45.563589169,-73.692988516
INC-2023-001-GBL-0001,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, need to locate issue, can't access, phase up required.",45.570248572,-73.518154223
INC-2023-001-GBL-0001,"Assessing damage, unable to reach location, transformer, lline down, pole down, phase up, can't access, bad transformer, tree down",45.572829947,-73.532962749
INC-2023-001-GBL-0001,"2 span pole down blocking road, assessing damage, unable to reach location, bad transformer, tree down on pri1",45.573154568,-73.562140795
INC-2023-001-GBL-0001,"Assessing damage, found bad transformer, unable to reach location due to tree down, limb down blocking road, pole down, line down, pri1, span pole down, can't access, asset not found in GIS.",45.577461878,-73.769585872
INC-2023-001-GBL-0001,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down, phase up.",45.578456438,-73.596176488
INC-2023-001-GBL-0001,"3/2 assessing damage, can't access, pole down, unable to reach location, bad transformer",45.581547727,-73.893221108
INC-2023-001-GBL-0001,"Limb down on pri1, assessing damage, unable to reach location, bad transformer, pole down blocking road.",45.582006573,-73.668962813
INC-2023-TR-001234,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.582325125,-73.687191727
INC-2023-UK-001234,"Transformer issue, unable to reach location, assessing damage, pole down, can't access, bad transformer, line down, span pole down blocking road.",45.586135843,-73.770401777
X841923176542,"Assessing damage, unable to reach location due to a pole down blocking the road, found a bad transformer, and a span pole down, can't access, will need to locate issue and check if asset is found in GIS.",45.592857752,-73.904038916
X987654321098,"Transformer down, unable to reach location, assessing damage, limb down blocking road, can't access, bad transformer, line down, pole down, pri1.",45.60678413,-73.863647333
X987654321098,"TREE DOWN ON LINE, ASSESSING DAMAGE, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION, BAD TRANSFORMER FOUND.",45.610555907,-73.615706726
X9876543210A,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down, line down, can't access, span pole down blocking road, phase up, tree down, no bucket truck available.",45.613272097,-73.615636265
X9876543210G,"FOUND TREE DOWN BLOCKING ACCESS, ASSESSING DAMAGE, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD",45.615848385,-73.517209859
X9876543210G,"i responded to a storm response map alert and found a tree down on the line, causing a pole down and a span pole down blocking road, specifically the pri1, and also a bad transformer, but was unable to reach location due to asset not found in gis, and no bucket truck available to assess damage.",45.618087181,-73.591945791
,"2 spans down, pole down blocking road, unable to reach location, assessing damage, bad transformer",45.411044985,-73.771914537
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, line down.",45.411305478,-73.550052521
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, line down.",45.411733305,-73.768707547
,"Transformer down, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, asset not found in GIS, span pole down.",45.417307113,-73.921682765
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, tree down nearby.",45.419438675,-73.655074262
,"cop'd srv to 2 mtrs.. 1000533651 & 533653/phase up, assessing damage, limb down, unable to reach location, bad transformer",45.41975628,-73.872414361
,"Assessing damage, found bad transformer, unable to reach location, line down, pole down, can't access, tree down blocking road, span pole down, phase up.",45.426091417,-73.48989696
,"TREE LIMB DOWN ON PRIMARY LINE - UNABLE TO REACH LOCATION DUE TO BLOCKED ROAD - ASSESSING DAMAGE TO TRANSFORMER - SPAN POLE DOWN, PHASE UP, CAN'T ACCESS TO LOCATE ISSUE",45.428526149,-73.489746979
,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, phase up.",45.428913705,-73.649758754
,"27501-35950 to 27520-35955, limb down on pri1, line down blocking road, unable to assess damage due to no bucket truck, found bad transformer, can't access location to locate issue, asset not found in GIS.",45.43114142,-73.895063491
,"Assessing damage, unable to reach location, pole down, can't access, bad transformer, line down, phase up, transformer",45.434088516,-73.815299761
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, line down.",45.438728496,-73.644724857
,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage, found, unable to reach location, can't access",45.441348965,-73.593366636
,"A tree down on a span pole down blocking road, assessing damage, unable to reach location, found bad transformer, can't access, limb down on pri1.",45.445157871,-73.770104293
,"A TREE DOWN, BLOCKING ACCESS TO 14,23. UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD. ASSESSING DAMAGE, FOUND BAD TRANSFORMER ON 14,23. REPLACE WITH NEW UNIT.",45.445962629,-73.652968624
,"27253-35800, (3) spans of 1-1-1N Primary down, pole down, line down, unable to reach location, assessing damage, bad transformer, will need to locate issue, can't access, asset not found in GIS.",45.446345334,-73.743696308
,,45.448276033,-73.764074272
,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.453267702,-73.710363123
,"1PH OHX C/O TREE DOWN ON LINE, ASSESSING DAMAGE, POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION, BAD TRANSFORMER",45.459929956,-73.792787273
,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.460424256,-73.681136389
,"TREE LIMB DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, PHASE UP, SPAN POLE DOWN",45.461755455,-73.691777523
,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage",45.462418014,-73.888834477
,"Line crew assessing damage, found pole down blocking road, unable to access location due to bad transformer, span pole down, can't access, phase up required.",45.462977453,-73.86730135
,"sw #72542 open, assessing damage, unable to reach location, pole down, bad transformer",45.463478914,-73.743443985
,"Line crew on scene, assessing damage, found bad transformer, unable to reach location due to tree down, limb down blocking road, pole down, pri1, span pole down, can't access, asset not found in GIS.",45.464594477,-73.847539563
,,45.466434451,-73.492737147
,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down, line down, can't access, span pole down blocking road, asset not found in GIS.",45.469460134,-73.646439617
,"Line crew assessing damage, unable to reach location due to pole down, found bad transformer, span pole down blocking road, can't access.",45.469595299,-73.64643191
,,45.472071616,-73.536825492
,"1 TREE DOWN ON LINE, ASSESSING DAMAGE, CAN'T ACCESS, PHASE UP, POLE DOWN BLOCKING ROAD",45.473205334,-73.807776566
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, phase up, line down, transformer issue.",45.474226849,-73.865859916
,,45.474746838,-73.533453198
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, phase up.",45.479007462,-73.774084856
,"2/O ASSESSING DAMAGE, CAN'T ACCESS, TREE DOWN, POLE DOWN, PHASE UP",45.481944148,-73.539807603
,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access, line down, transformer issue.",45.486167428,-73.912555274
